시군명,설립구분명,시설명,전화번호,팩스번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
김포시,사립,이든유치원,031-998-2015,055-099-2015,경기도 김포시 장기동 2000-4번지 이든유치원,경기도 김포시 김포한강2로24번길 34,10079,37.6439059337,126.6766636704
김포시,사립,도담유치원,031-988-0073,031-988-4560,"경기도 김포시 통진읍 마송2로 , 104번길 (통진읍) ",,,,
김포시,사립,드림유치원,031-989-7952,031-989-7658,경기도 김포시 운양동 1300-14번지,경기도 김포시 김포한강11로 236,10073,37.6527438707,126.6764663672
김포시,사립,레오유치원,031-985-9004,031-985-0103,경기도 김포시 걸포로 24길(걸포동) ,,,,
김포시,사립,리라유치원,031-981-2288,031-981-2290,경기도 김포시 통진읍 서암리 878-14번지,경기도 김포시 통진읍 김포대로2344번길 109,10016,37.6968440183,126.5922316433
김포시,사립,반디유치원,031-996-6400,031-996-1880,경기도 김포시 구래동 6895-6번지,경기도 김포시 김포한강9로 47,10070,37.6409628693,126.6262803539
김포시,사립,사과나무유치원,031-997-1116,031-997-4123,경기도 김포시 운양동 129-7번지,경기도 김포시 김포대로1216번길 39-28,10076,37.6412662394,126.6900221101
김포시,사립,신안유치원,031-987-9525,031-987-9526,경기도 김포시 감정동 686번지,경기도 김포시 감정로 66,10104,37.6178244956,126.7009712194
김포시,사립,양곡숲유치원,031-987-5522,031-987-1221,경기도 김포시 양촌읍 양곡리 156번지,경기도 김포시 양촌읍 양곡3로 164,10056,37.6629282288,126.6319154530
김포시,사립,에코새싹유치원,031-986-1964,031-988-1150,경기도 김포시 월곶면 고막리 171-2번지,경기도 김포시 월곶면 용강로 189,10021,37.7362815565,126.5582298113
김포시,사립,예그랑유치원,031-998-2246,031-998-2242,경기도 김포시 풍무동 583-6번지,경기도 김포시 유현로 7,10120,37.5974181879,126.7232137560
김포시,사립,예은유치원,031-986-6179,031-998-7802,경기도 김포시 장기동 1596번지,경기도 김포시 김포한강2로 130,10088,37.6404626998,126.6696654512
김포시,사립,오즈의마법사유치원,031-997-7618,031-997-4477,경기도 김포시 마산동 615-5번지,경기도 김포시 김포한강7로22번길 91,10067,37.6409112845,126.6356392466
김포시,사립,자연아이유치원,031-997-6179,031-997-6178,경기도 김포시 통진읍 마송리 273-2번지,경기도 김포시 통진읍 마송로 65-38,10033,37.6827088187,126.6003130798
김포시,사립,장기조은유치원,031-998-2422,031-998-2421,경기도 김포시 장기동 694-5번지,경기도 김포시 김포한강2로 81,10089,37.6384662467,126.6741949197
김포시,사립,조은유치원,031-983-5293,031-984-5455,경기도 김포시 북변동 435-6번지,경기도 김포시 북변중로23번길 38,10106,37.6232719129,126.7103282844
김포시,사립,주디유치원,031-998-8541,031-998-8542,경기도 김포시 양도로55번길 5(풍무동) ,,,,
김포시,사립,중앙유치원,031-984-4542,031-984-4430,경기도 김포시 풍무동 88-3번지,경기도 김포시 승가로 14,10117,37.6067462723,126.7206873564
김포시,사립,참조은유치원,031-984-5678,031-996-8767,경기도 김포시 사우동 1042번지,경기도 김포시 돌문로86번길 12-17,10108,37.6214914133,126.7153871658
김포시,사립,푸른숲유치원,031-988-1066,031-988-2533,경기도 김포시 대곶면 오니산로 (대곶면) ,,,,
김포시,사립,프라임운양유치원,031-982-7887,031-982-6887,경기도 김포시 운양동 1287-3번지,경기도 김포시 김포한강11로438번길 96,10074,37.6508819128,126.6978005787
김포시,사립,한강유치원,031-987-8599,031-987-8598,경기도 김포시 양촌읍 양곡리 1329번지,경기도 김포시 양촌읍 양곡3로1번길 39,10062,37.6537433016,126.6306126400
김포시,사립,해솔유치원,031-987-3330,031-989-3555,경기도 김포시 장기동 835-2번지,경기도 김포시 옹주물로 51-18,10091,37.6354350116,126.6859113841
김포시,사립,해피앨리스유치원,031-989-9999,031-987-1062,경기도 김포시 대곶면 오니산리 94-4번지 45,경기도 김포시 대곶면 오니산로 161,10037,37.6633474981,126.6138364820
김포시,사립,효성유치원,031-996-4200,031-996-4202,경기도 김포시 고촌읍 풍곡리 472번지,경기도 김포시 고촌읍 장곡로 2-25,10123,37.6063276089,126.7549126226
김포시,사립,다사랑유치원,031-986-8837,031-986-8832,경기도 김포시 감정동 250번지,경기도 김포시 옹주물로 220,10103,37.6217419364,126.6899113846
김포시,공립,감정초등학교병설유치원,031-982-0609,031-982-4235,경기도 김포시 감정동 508-13번지 감정초등학교,경기도 김포시 중봉로 11,10103,37.6234415010,126.6955226650
김포시,공립,개곡초등학교병설유치원,031-987-6356,031-981-6555,경기도 김포시 월곶면 개곡리 267-2번지 14,경기도 김포시 월곶면 애기봉로 445,10003,37.7317873676,126.5934794224
남양주시,공립,양오초등학교병설유치원,031-528-6339,031-528-6300,경기도 남양주시 오남읍 양지리 616-5번지 양오초등학교,경기도 남양주시 오남읍 양지로 261-35,12047,37.6972722121,127.1920339599
남양주시,공립,어람초등학교병설유치원,031-575-1794,031-575-1798,경기도 남양주시 오남읍 진건오남로 55025 (오남읍) ,,,,
남양주시,공립,예봉초등학교병설유치원,031-521-6302,031-521-6316,경기도 남양주시 와부읍 덕소리 252번지 예봉초등학교 예봉초병설유치원,경기도 남양주시 와부읍 수레로 108,12207,37.5920877310,127.2211951525
남양주시,공립,오남초등학교병설유치원,031-575-2233,031-575-9490,경기도 남양주시 오남읍 오남리 134-1번지 오남초등학교 병설유치원,경기도 남양주시 오남읍 진건오남로 696,12037,37.6950810850,127.2143082406
남양주시,공립,와부초등학교병설유치원,031-576-4215,031-576-1481,경기도 남양주시 와부읍 덕소리 75-5번지 와부초등학교,경기도 남양주시 와부읍 월문천로 63,12212,37.5864519925,127.2188124282
남양주시,공립,장내초등학교병설유치원,031-559-4165,031-559-4167,경기도 남양주시 평내동 563번지 장내초등학교,경기도 남양주시 평내로 64,12226,37.6410025291,127.2348663567
남양주시,공립,장현초등학교병설유치원,031-572-3595,031-572-9361,경기도 남양주시 진접읍 장현리 379번지 장현초등학교,경기도 남양주시 진접읍 장현천로 37,12014,37.7191266748,127.1823126942
남양주시,공립,조안초등학교병설유치원,031-576-2438,031-576-4471,경기도 남양주시 조안면 조안리 47번지 조안초등학교,경기도 남양주시 조안면 북한강로229번길 20,12282,37.5461811403,127.3003279967
남양주시,공립,진건초등학교병설유치원,031-574-5156,031-574-1870,경기도 남양주시 진건읍 용정리 780-1번지 진건초등학교병설유치원,경기도 남양주시 진건읍 사릉로 408-9,12136,37.6575510040,127.1788892883
남양주시,공립,차산초등학교병설유치원,031-593-0725,031-593-9521,경기도 남양주시 화도읍 차산리 79-9번지 차산초등학교,경기도 남양주시 화도읍 수레로 1105-23,12197,37.6360058612,127.3013540984
남양주시,공립,천마초등학교병설유치원,031-511-5071,031-511-0343,경기도 남양주시 화도읍 묵현리 375-3번지 천마초등학교,경기도 남양주시 화도읍 경춘로 1707,12171,37.6559965693,127.2799139059
남양주시,공립,판곡초등학교병설유치원,031-559-3810,031-559-3815,경기도 남양주시 호평동 713번지 판곡초등학교,경기도 남양주시 늘을3로 15,12143,37.6598369824,127.2417813955
남양주시,공립,평내초등학교병설유치원,031-592-9585,031-592-8464,경기도 남양주시 평내동 203-6번지 평내초등학교,경기도 남양주시 경춘로 1292-11,12218,37.6491147858,127.2376337708
남양주시,공립,풍양초등학교병설유치원,031-571-2925,031-572-2969,경기도 남양주시 진접읍 내각리 640-3번지 풍양초등학교,경기도 남양주시 진접읍 내각1로 31-1,12074,37.7020470856,127.1616451341
남양주시,공립,한별초등학교병설유치원,031-570-0304,031-572-0966,경기도 남양주시 별내동 1038번지 한별초등학교,경기도 남양주시 별내4로 40,12110,37.6463300083,127.1158967856
남양주시,공립,호평유치원,031-559-0924,031-559-0690,경기도 남양주시 호평동 378-1번지 호평초등학교 공립 단설 호평유치원,경기도 남양주시 천마산로 63,12141,37.6672241514,127.2465540561
남양주시,공립,화봉초등학교병설유치원,031-573-2046,031-573-2045,경기도 남양주시 진접읍 금곡리 1078번지 화봉초등학교,경기도 남양주시 진접읍 해밀예당2로 21,12057,37.7155713479,127.1916381495
남양주시,사립,강산유치원,031-528-8353,031-528-8354,경기도 남양주시 진접읍 팔야리 772-1번지,경기도 남양주시 진접읍 진벌로 29,12018,37.7459860314,127.2087458654
남양주시,사립,국제유치원,031-527-5955,031-527-4803,경기도 남양주시 별내동 910-1번지,경기도 남양주시 별내3로 240,12103,37.6594697474,127.1214018403
남양주시,사립,나래유치원,031-559-8100,031-559-0595,경기도 남양주시 호평동 396-11번지,경기도 남양주시 천마산로14번길 10-21,12141,37.6644165649,127.2492422921
남양주시,사립,노엘유치원,031-572-2893,031-572-2888,경기도 남양주시 진접읍 장현리 127-2번지,경기도 남양주시 진접읍 금강로1633번길 40-6,12002,37.7363760499,127.1906359002
남양주시,사립,동화나라유치원,031-576-7447,031-576-7068,경기도 남양주시 와부읍 도곡리 1012번지 한강우성아파트,,12275,37.5774796707,127.2229184960
남양주시,사립,마루유치원,031-574-3322,031-574-3325,경기도 남양주시 오남읍 오남리 587-23번지,경기도 남양주시 오남읍 양지로장자길 15-1,12048,37.6892211722,127.2061399780
남양주시,사립,무지개유치원,031-521-7744,070-436-9391,경기도 남양주시 와부읍 덕소리 391번지,경기도 남양주시 와부읍 석실로317번길 70,12204,37.5933159866,127.2146427899
남양주시,사립,미예뜰유치원,031-573-0883,031-573-0884,경기도 남양주시 진접읍 금곡리 1104번지,경기도 남양주시 진접읍 경복대로 63-10,12069,37.7099119267,127.1980312371
남양주시,사립,보라유치원,031-539-3364,031-527-3612,경기도 남양주시 진접읍 금곡리 510번지,경기도 남양주시 진접읍 경복대로 303-16,12051,37.7255728088,127.2020877360
남양주시,사립,사능푸른유치원,031-573-5199,031-574-5704,경기도 남양주시 진건읍 사능리 410-2번지,경기도 남양주시 진건읍 진건오남로 12-88,12140,37.6508583342,127.1838367438
남양주시,사립,삼성유치원,031-527-8765,031-527-5976,경기도 남양주시 진접읍 장현리 123-1번지,경기도 남양주시 진접읍 금강로1633번길 30,12002,37.7361039339,127.1917810176
남양주시,사립,삼익유치원,031-576-2057,031-576-2058,경기도 남양주시 와부읍 덕소리 600-3번지,경기도 남양주시 와부읍 덕소로116번길 52,12216,37.5862559053,127.2075013674
남양주시,사립,샛별유치원,031-591-0651,031-591-0671,경기도 남양주시 호평동 396-18번지,경기도 남양주시 천마산로14번안길 8,12141,37.6644180539,127.2485282759
남양주시,사립,서원유치원,031-523-2145,031-529-2145,경기도 남양주시 진접읍 금곡리 878-5번지 서원유치원,경기도 남양주시 진접읍 해밀예당2로 108,12063,37.7172146302,127.2004775163
남양주시,사립,숲속보람유치원,031-591-3010,031-591-3014,경기도 남양주시 호평동 302-1번지,경기도 남양주시 천마산로14번길 10-72,12141,37.6654121369,127.2513876744
남양주시,사립,아름유치원,031-527-7400,031-527-7102,경기도 남양주시 오남읍 오남리 491번지,경기도 남양주시 오남읍 진건오남로 539-5,12049,37.6817463926,127.2094751321
남양주시,사립,영신유치원,031-576-4575,070-4224-9918,경기도 남양주시 와부읍 덕소리 110-4번지,경기도 남양주시 와부읍 덕소로97번길 32,12212,37.5863673449,127.2158118982
남양주시,사립,예닮유치원,031-575-1193,031-575-1183,경기도 남양주시 별내면 광전리 162번지,경기도 남양주시 별내면 송산로 663-43,12090,37.6977682383,127.1229254747
남양주시,사립,오남사랑유치원,031-573-9200,031-576-7900,경기도 남양주시 오남읍 오남리 386-1번지,경기도 남양주시 오남읍 진건오남로550번길 30-10,12039,37.6814426461,127.2131132315
남양주시,사립,이든유치원,031-595-4097,031-595-4098,경기도 남양주시 화도읍 묵현리 596번지 경성큰마을아파트,,12170,37.6544714777,127.2692446853
남양주시,사립,이화유치원,031-574-1336,031-529-1336,경기도 남양주시 오남읍 오남리 135-23번지,경기도 남양주시 오남읍 진건오남로숫돌1길 1,12037,37.6940527927,127.2149742740
남양주시,사립,장현유치원,031-593-4620,031-593-1373,경기도 남양주시 화도읍 묵현리 170-1번지,경기도 남양주시 화도읍 묵현로 205-34,12158,37.6715009404,127.2989685476
남양주시,사립,제성유치원,031-572-9651,031-572-7201,경기도 남양주시 퇴계원면 퇴계원리 286-6번지,경기도 남양주시 퇴계원면 퇴계원로 49-12,12121,37.6513576616,127.1410607872
남양주시,사립,창현생태유치원,031-591-4015,031-593-4017,경기도 남양주시 화도읍 창현리 762번지,경기도 남양주시 화도읍 수레로1233번길 37,12186,37.6464458464,127.2986651129
남양주시,사립,첫단추유치원,031-594-4300,031-594-4301,경기도 남양주시 화도읍 묵현리 53-4번지,경기도 남양주시 화도읍 비룡로116번길 33-1,12161,37.6643329392,127.3046295647
남양주시,사립,트라바움유치원,031-593-7069,031-593-7068,경기도 남양주시 평내동 218번지,경기도 남양주시 경춘로1283번길 13-2,12217,37.6499140590,127.2343841550
남양주시,사립,하영유치원,031-577-0601,031-577-0605,경기도 남양주시 와부읍 덕소리 176-1번지,경기도 남양주시 와부읍 수레로 88-19,12207,37.5913674552,127.2209213066
남양주시,사립,한옥예술유치원,031-576-0019,031-576-0027,경기도 남양주시 와부읍 도곡리 946-6번지,경기도 남양주시 와부읍 도심길 49,12269,37.5827575396,127.2239189790
남양주시,사립,호만브레인유치원,031-593-9777,031-593-9952,경기도 남양주시 호평동 266번지,경기도 남양주시 천마산로12번길 9,12141,37.6624433685,127.2492811050
남양주시,공립,남양주백봉초등학교병설유치원,031-595-1642,031-595-1643,경기도 남양주시 평내동 607번지 남양주백봉초등학교,경기도 남양주시 의안로 158,12227,37.6436653562,127.2414123458
남양주시,공립,남양주샛별초등학교병설유치원,031-570-5411,031-570-5403,경기도 남양주시 별내동 1642-25번지 50,경기도 남양주시 송산로307번길 20-56,12093,37.6699390107,127.1300327280
남양주시,공립,남양주신촌초등학교병설유치원,031-511-6315,031-511-6316,경기도 남양주시 평내동 600번지 남양주신촌초등학교,경기도 남양주시 평내로 122,12226,37.6453085785,127.2396953233
남양주시,사립,메이플유치원,031-551-0873,031-551-0875,경기도 남양주시 다산동 692번지,경기도 남양주시 가운로3길 1,12267,37.5975297373,127.1585692923
남양주시,사립,부영예술유치원,031-556-9892,031-567-9892,경기도 남양주시 다산동 4002-31번지,경기도 남양주시 미금로 194-2,12251,37.6134461869,127.1614226252
남양주시,공립,남양주월문초등학교병설유치원,031-576-2786,031-576-2787,경기도 남양주시 와부읍 월문리 269-1번지 월문초등학교 월문병설유치원,경기도 남양주시 와부읍 수레로 519,12202,37.6091422509,127.2617781593
남양주시,공립,답내초등학교병설유치원,031-593-0775,031-593-0569,경기도 남양주시 화도읍 답내리 270-2번지 답내초등학교,경기도 남양주시 화도읍 경춘로2347번길 44-7,12188,37.6622521632,127.3472344297
남양주시,공립,도심초등학교병설유치원,031-521-9828,031-521-9825,경기도 남양주시 와부읍 도곡리 1051-7번지 도심초등학교,경기도 남양주시 와부읍 석실로 45,12269,37.5800656053,127.2276355898
남양주시,공립,마석초등학교녹촌분교장병설유치원,070-7858-5894,031-594-0314,경기도 남양주시 화도읍 녹촌리 272번지 마석초녹촌분교병설유치원,경기도 남양주시 화도읍 가구단지6길 63-12,12178,37.6518641707,127.2862216739
남양주시,공립,별가람유치원,031-522-2771,031-522-6581,경기도 남양주시 별내동 859번지,경기도 남양주시 별내3로 310,12098,37.6651940071,127.1182601416
남양주시,공립,별내초등학교병설유치원,031-841-0366,031-841-4405,경기도 남양주시 별내면 청학리 445-14번지 38,경기도 남양주시 별내면 청학로 98,12084,37.7081900016,127.1162061112
남양주시,공립,수동초등학교병설유치원,031-593-3936,031-593-3397,경기도 남양주시 수동면 입석리 458-1번지 수동초등학교 병설유치원,경기도 남양주시 수동면 비룡로 832,12029,37.7114939968,127.3233175613
남양주시,공립,용신초등학교병설유치원,031-527-0474,031-527-0475,경기도 남양주시 진건읍 신월리 87번지 용신초등학교 병설유치원,경기도 남양주시 진건읍 사릉로 474,12131,37.6606408172,127.1730940301
남양주시,공립,장승초등학교병설유치원,031-574-4188,031-574-4184,경기도 남양주시 진접읍 장현리 49-10번지 장승초등학교 병설유치원,경기도 남양주시 진접읍 금강로1576번길 12,12003,37.7301611193,127.1951917172
남양주시,공립,주곡초등학교병설유치원,031-574-6185,031-574-6197,경기도 남양주시 진접읍 금곡리 1004번지,경기도 남양주시 진접읍 해밀예당1로 277,12053,37.7244671648,127.2058846205
남양주시,공립,진접초등학교병설유치원,031-529-8920,031-529-8921,경기도 남양주시 진접읍 금곡리 1109번지 진접초등학교,경기도 남양주시 진접읍 해밀예당2로 102,12064,37.7169097092,127.1996374229
남양주시,공립,창현초등학교병설유치원,031-511-2146,031-595-2145,경기도 남양주시 화도읍 창현리 766번지 창현초등학교,경기도 남양주시 화도읍 녹촌로 12,12186,37.6455818821,127.3018569713
남양주시,공립,퇴계원초등학교병설유치원,031-571-3551,031-571-3550,경기도 남양주시 퇴계원면 퇴계원리 271-6번지 퇴계원초등학교,경기도 남양주시 퇴계원면 퇴계원로59번길 16,12120,37.6534742161,127.1416766379
남양주시,공립,평동초등학교병설유치원,031-5177-9856,031-559-3846,경기도 남양주시 호평동 659번지 평동초등학교 병설유치원,경기도 남양주시 호평로68번길 16,12150,37.6543380266,127.2476678227
남양주시,공립,해밀초등학교병설유치원,031-570-3630,031-529-7402,경기도 남양주시 진접읍 금곡리 1077-2번지 해밀초등학교,경기도 남양주시 진접읍 해밀예당3로 103,12057,37.7186003272,127.1961145538
남양주시,공립,화도초등학교병설유치원,031-594-6481,031-511-6051,경기도 남양주시 화도읍 마석우리 194-3번지,경기도 남양주시 화도읍 비룡로116번길 24-42,12159,37.6629995837,127.3081035339
남양주시,공립,화접초등학교병설유치원,031-528-4909,031-528-6855,경기도 남양주시 별내동 1075번지 화접초등학교,경기도 남양주시 별내중앙로 148,12102,37.6530512978,127.1158389780
남양주시,사립,무궁화유치원,031-568-0587,031-556-1443,경기도 남양주시 다산동 679-4번지,경기도 남양주시 가운로2길 69,12267,37.5995312707,127.1575316695
남양주시,사립,묵향유치원,031-594-8053,031-594-8918,경기도 남양주시 화도읍 비룡로141번길 126-10(화도읍) ,,,,
남양주시,사립,바다유치원,031-593-5867,031-593-4840,경기도 남양주시 화도읍 가곡리 131-4번지,경기도 남양주시 화도읍 비룡로440번길 19-16,12033,37.6847732336,127.3125687127
남양주시,사립,빛과소금유치원,031-572-1115,031-572-2566,경기도 남양주시 퇴계원면 퇴계원리 249-60번지,경기도 남양주시 퇴계원면 도제원로 32-1,12125,37.6509743662,127.1451734641
남양주시,사립,사랑유치원,031-595-4320,031-595-4323,경기도 남양주시 화도읍 창현리 723-7번지,경기도 남양주시 화도읍 경춘로창벌1길 6,12184,37.6509495506,127.3026830312
남양주시,사립,새샘유치원,031-575-1283,031-575-1285,경기도 남양주시 오남읍 양지리 407-1번지,경기도 남양주시 오남읍 진건오남로912번길 1-11,12036,37.7058552817,127.1939495462
남양주시,사립,서울유치원,031-573-1787,031-572-0109,경기도 남양주시 진접읍 장현리 569-1번지,경기도 남양주시 진접읍 봉현로59번길 28,12007,37.7183538981,127.1748932318
남양주시,사립,서일유치원,031-574-4075,031-574-6811,경기도 남양주시 오남읍 양지리 440번지,경기도 남양주시 오남읍 진건오남로 899-8,12036,37.7037721182,127.1951462042
남양주시,사립,신성유치원,031-577-6458,031-577-0089,경기도 남양주시 와부읍 덕소리 478-2번지,경기도 남양주시 와부읍 덕소로97번길 19-5,12209,37.5864508347,127.2144761582
남양주시,사립,연꽃유치원,031-527-1950,031-527-0792,경기도 남양주시 진접읍 부평리 258-130번지,경기도 남양주시 진접읍 광릉수목원로186번길 16-1,12001,37.7485698676,127.1881704698
남양주시,사립,예은유치원,031-559-5353,031-559-1413,경기도 남양주시 호평로35번길 14-15(호평동) ,,12147,,
남양주시,사립,오렌지유치원,031-575-3377,031-575-3417,경기도 남양주시 오남읍 오남리 346-2번지,경기도 남양주시 오남읍 진건오남로550번길 6,12039,37.6822216103,127.2107801342
남양주시,사립,이삼유치원,031-554-0023,02-6499-2276,경기도 남양주시 화도읍 마석우리 567번지,경기도 남양주시 화도읍 비룡로55번길 27,12173,37.6559757897,127.2995755025
남양주시,사립,자연유치원,031-595-9925,031-595-9927,경기도 남양주시 일패동 466-18번지,경기도 남양주시 양정로 67,12242,37.6171136913,127.1859522834
남양주시,사립,푸른숲유치원,031-821-1250,031-821-1252,경기도 남양주시 별내면 청학리 419-1번지,경기도 남양주시 별내면 청학로114번길 28,12085,37.7105157872,127.1148374268
남양주시,사립,한신그린유치원,031-574-0575,031-574-0501,경기도 남양주시 진건읍 용정리 750-1번지 한신그린아파트 한신그린유치원,경기도 남양주시 진건읍 진건오남로 100,12134,37.6594696524,127.1791658076
남양주시,공립,가운초등학교병설유치원,031-558-3803,031-558-3805,경기도 남양주시 다산동 677번지,경기도 남양주시 가운로2길 54,12262,37.6004522871,127.1559821909
남양주시,공립,구룡초등학교병설유치원,031-559-0495,031-559-0436,경기도 남양주시 호평동 722번지 구룡초등학교,경기도 남양주시 늘을3로 120,12146,37.6577782548,127.2526654864
남양주시,공립,금남초등학교병설유치원,031-592-0501,031-592-8237,경기도 남양주시 화도읍 금남리 372번지 금남초등학교,경기도 남양주시 화도읍 북한강로 1506,12193,37.6440620646,127.3622087472
남양주시,공립,부평초등학교병설유치원,031-575-4630,031-575-4630,경기도 남양주시 진접읍 부평리 761번지 부평초등학교 병설유치원,경기도 남양주시 진접읍 부평로48번길 27,12022,37.7374307163,127.2013026763
남양주시,사립,청학유치원,031-821-7557,031-821-7558,경기도 남양주시 별내면 청학리 409-2번지,경기도 남양주시 별내면 청학로68번길 27,12081,37.7097723937,127.1195880175
남양주시,공립,남양주도담유치원,031-574-7521,031-574-7525,경기도 남양주시 진접읍 금곡리 1110번지 도담유치원 남양주도담유치원,경기도 남양주시 진접읍 해밀예당2로 112,12064,37.7174666693,127.2006142867
남양주시,공립,가곡초등학교병설유치원,031-594-5162,031-593-7644,경기도 남양주시 화도읍 가곡리 279-21번지 가곡초등학교,경기도 남양주시 화도읍 비룡로379번길 3,12032,37.6839979723,127.3057975196
남양주시,공립,광릉초등학교병설유치원,031-527-3397,031-527-6158,경기도 남양주시 진접읍 팔야리 762번지 광릉초등학교 병설유치원,경기도 남양주시 진접읍 광릉내로82번길 29,12019,37.7456284541,127.2071337360
남양주시,공립,금교초등학교병설유치원,031-555-5566,031-555-2896,경기도 남양주시 다산동 4002-17번지,경기도 남양주시 미금로 194,12251,37.6140587415,127.1615032078
남양주시,공립,남양주금곡초등학교병설유치원,031-592-9320,031-592-9318,경기도 남양주시 금곡동 159-7번지 남양주금곡초등학교 (금곡동),경기도 남양주시 금곡로 65-6,12237,37.6354430016,127.2110009537
남양주시,공립,남양주다산초등학교병설유치원,031-522-3200,031-522-5460,경기도 남양주시 다산동 6049번지 남양주다산초등학교 병설유치원,경기도 남양주시 다산중앙로146번길 55,12285,37.6263608320,127.1586520559
남양주시,공립,남양주덕송초등학교병설유치원,031-528-0766,031-527-6642,경기도 남양주시 별내동 813번지,경기도 남양주시 별내3로 356,12097,37.6690253175,127.1159878592
남양주시,공립,남양주도곡초등학교병설유치원,031-521-5300,031-521-5301,경기도 남양주시 와부읍 도곡리 산46-7번지 남양주도곡초등학교,경기도 남양주시 와부읍 덕소로 179,12271,37.5795068675,127.2180338785
남양주시,공립,남양주동곡초등학교병설유치원,031-595-8204,031-595-8205,경기도 남양주시 금곡동 624번지 남양주동곡초등학교,경기도 남양주시 홍유릉로248번길 56,12239,37.6284999257,127.2038334860
남양주시,공립,남양주미금초등학교병설유치원,031-551-1464,031-568-6991,경기도 남양주시 다산동 4028-14번지 미금초등학교,경기도 남양주시 미금로56번길 32-13,12255,37.6088695166,127.1543459539
남양주시,공립,남양주별빛유치원 ,031-575-1994,031-575-7682,경기도 남양주시 별내동 1067번지,경기도 남양주시 별내5로 46,12108,37.6525006609,127.1169260044
남양주시,공립,남양주송라초등학교병설유치원,031-595-9284,031-595-9228,경기도 남양주시 화도읍 마석우리 590번지 남양주송라초등학교,경기도 남양주시 화도읍 마석로45번길 33,12174,37.6541416993,127.3016079826
남양주시,공립,남양주양정초등학교병설유치원,031-569-1160,031-569-2052,경기도 남양주시 다산동 3099-43번지 남양주양정초등학교,경기도 남양주시 경춘로 468-33,12257,37.6088358103,127.1661128168
남양주시,공립,남양주양지초등학교병설유치원,031-574-0843,031-574-0834,경기도 남양주시 오남읍 양지리 74번지,경기도 남양주시 오남읍 진건오남로808번길 20-37,12036,37.6990775511,127.2062235772
남양주시,공립,남양주월산초등학교병설유치원,031-591-0227,031-591-0583,경기도 남양주시 화도읍 월산리 73-65번지,경기도 남양주시 화도읍 경춘로2290번길 50,12190,37.6536951956,127.3402370565
남양주시,공립,덕소초등학교병설유치원,031-577-6087,031-577-0684,경기도 남양주시 와부읍 덕소리 431-1번지 덕소초등학교,경기도 남양주시 와부읍 수레로 17,12206,37.5878655662,127.2143669419
남양주시,공립,도농초등학교병설유치원,031-558-0556,031-558-0254,경기도 남양주시 다산동 4002-6번지 도농초등학교 병설유치원,경기도 남양주시 도농로 72,12251,37.6120550860,127.1573424078
남양주시,공립,도제원초등학교병설유치원,031-529-4313,031-574-6097,경기도 남양주시 퇴계원면 퇴계원리 208-12번지 도제원초등학교병설유치원,경기도 남양주시 퇴계원면 경춘북로 558,12126,37.6479735287,127.1456776431
남양주시,공립,마석초등학교병설유치원,031-594-1078,031-593-7681,경기도 남양주시 화도읍 창현리 517-1번지 마석초등학교,경기도 남양주시 화도읍 수레로 1234-52,12185,37.6492234630,127.3047383984
남양주시,공립,별가람초등학교병설유치원,031-522-2506,031-522-5903,경기도 남양주시 별내동 920번지 별가람초등학교,경기도 남양주시 별내3로 173,12107,37.6539709097,127.1242827871
남양주시,공립,사능초등학교병설유치원,031-574-1494,031-574-1495,경기도 남양주시 진건읍 사능리 360-1번지 사능초등학교,경기도 남양주시 진건읍 사릉로372번길 2,12140,37.6551647042,127.1840058447
동두천시,공립,동두천사동유치원,031-858-0178,031-858-0182,경기도 동두천시 생연동 783번지,경기도 동두천시 생연로 65,11342,37.8981372489,127.0481777416
동두천시,공립,동두천송내초등학교병설유치원,031-858-7188,031-858-7186,경기도 동두천시 송내동 665-4번지 동두천송내초등학교 병설유치원,경기도 동두천시 중앙로 52,11351,37.8858018130,127.0523193384
동두천시,공립,동보초등학교병설유치원,031-863-2600,031-864-1765,경기도 동두천시 동두천동 213번지 동보초,경기도 동두천시 강변로640번길 31,11305,37.9242447601,127.0517650121
동두천시,공립,생연초등학교병설유치원,031-864-2712,031-863-7013,경기도 동두천시 생연동 411번지 생연초등학교,경기도 동두천시 생골로 19,11317,37.9008532530,127.0593104930
동두천시,공립,탑동초등학교병설유치원,031-867-2576,031-868-5229,경기도 동두천시 탑동동 395-1번지 탑동초등학교 병설유치원,경기도 동두천시 탑신로 61,11322,37.8913547193,127.1038104975
동두천시,사립,연화유치원,031-866-6709,031-866-1875,경기도 동두천시 상봉암동 83-1번지,경기도 동두천시 평화로2930번길 75,11307,37.9504648126,127.0643431313
동두천시,사립,예솔유치원,031-864-4853,031-862-4853,경기도 동두천시 생연동 180-2번지,경기도 동두천시 장고갯로192번길 9,11309,37.9118231691,127.0660394504
동두천시,사립,해바라기재능유치원,031-866-8800,031-863-8300,경기도 동두천시 생연동 106번지,경기도 동두천시 못골로134번길 22-18,11309,37.9070192189,127.0696512598
동두천시,공립,동두천초등학교병설유치원,031-866-4971,031-864-3005,경기도 동두천시 생연동 469-2번지 동두천초등학교 병설유치원,경기도 동두천시 평화로2460번길 4,11314,37.9077453060,127.0594522059
동두천시,공립,보산초등학교병설유치원,031-864-2897,031-863-1363,경기도 동두천시 생연동 160-14번지,경기도 동두천시 중앙로 427,11309,37.9144640483,127.0638469218
